prognosis;symptoms
hepatitis A;joint_pain,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
AIDS;mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Jaundice;shivering,chills,watering_from_eyes
Dengue;skin_rash,chills,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
Fungal infection;itching,skin_rash,nodal_skin_eruptions
hepatitis A;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Varicose veins;fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf
Alcoholic hepatitis;vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload
Tuberculosis;continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Gastroenteritis;vomiting,dehydration,diarrhoea
Fungal infection;itching,skin_rash,nodal_skin_eruptions
Varicose veins;fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf
Heart attack;vomiting,breathlessness,sweating,chest_pain
Impetigo;high_fever,blister,red_sore_around_nose,yellow_crust_ooze
Hepatitis E;joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Acne;skin_rash,pus_filled_pimples,blackheads
Hypertension ;headache,dizziness,loss_of_balance,lack_of_concentration
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes
Osteoarthristis;joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
Peptic ulcer diseae;indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
Bronchial Asthma;fatigue,cough,high_fever,breathlessness,mucoid_sputum
Alcoholic hepatitis;vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Allergy;shivering,chills,watering_from_eyes
Tuberculosis;chills,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Hypoglycemia;vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations
Dengue;skin_rash,chills,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
Tuberculosis;chills,vomiting,fatigue,weight_loss,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Hypothyroidism;fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
Gastroenteritis;vomiting,sunken_eyes,diarrhoea
Hepatitis E;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Peptic ulcer diseae;vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching
Bronchial Asthma;fatigue,cough,high_fever,breathlessness,family_history
Hepatitis B;itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Chicken pox;itching,skin_rash,fatigue,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Malaria;chills,vomiting,sweating,headache,nausea,diarrhoea,muscle_pain
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
Drug Reaction;skin_rash,stomach_pain,burning_micturition,spotting_ urination
Heart attack;itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,family_history
Urinary tract infection;bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Jaundice;itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness
Malaria;vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
Chronic cholestasis;vomiting,headache,spinning_movements,loss_of_balance,unsteadiness
Psoriasis;skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
(vertigo) Paroymsal  Positional Vertigo;vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness
Jaundice;itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain
Hyperthyroidism;fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Pneumonia;chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
Acne;skin_rash,pus_filled_pimples,blackheads,scurring
Urinary tract infection;burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Peptic ulcer diseae;vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
Malaria;chills,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
Allergy;shivering,chills,watering_from_eyes
Impetigo;skin_rash,blister,red_sore_around_nose,yellow_crust_ooze
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,family_history
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances
Chicken pox;itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,malaise,red_spots_over_body
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,spinning_movements,loss_of_balance
Chronic cholestasis;vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Hepatitis E;joint_pain,vomiting,fatigue,high_fever,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding
Drug Reaction;itching,skin_rash,stomach_pain,spotting_ urination
Chicken pox;itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Dengue;skin_rash,chills,joint_pain,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Chronic cholestasis;vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Arthritis;muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking
Hyperthyroidism;mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Gastroenteritis;vomiting,sunken_eyes,dehydration,diarrhoea
Psoriasis;skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
Paralysis (brain hemorrhage);headache,weakness_of_one_body_side,altered_sensorium
Urinary tract infection;burning_micturition,foul_smell_of urine,continuous_feel_of_urine
Bronchial Asthma;fatigue,cough,high_fever,breathlessness,family_history
Chicken pox;skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Allergy;continuous_sneezing,chills,watering_from_eyes
Allergy;continuous_sneezing,shivering,chills,watering_from_eyes
Malaria;chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
Paralysis (brain hemorrhage);headache,weakness_of_one_body_side,altered_sensorium
Arthritis;muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking
Tuberculosis;chills,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Pneumonia;chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Tuberculosis;chills,vomiting,fatigue,weight_loss,cough,high_fever,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
GERD;stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain
Hepatitis B;itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Osteoarthristis;joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
(vertigo) Paroymsal  Positional Vertigo;vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness
Alcoholic hepatitis;vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload
Chicken pox;itching,skin_rash,fatigue,lethargy,high_fever,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Impetigo;high_fever,blister,red_sore_around_nose,yellow_crust_ooze
Fungal infection;itching,nodal_skin_eruptions,dischromic _patches
Fungal infection;itching,skin_rash,dischromic _patches
Chronic cholestasis;itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Diabetes ;fatigue,weight_loss,restlessness,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria
(vertigo) Paroymsal  Positional Vertigo;fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,obesity,excessive_hunger,increased_appetite,polyuria
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,yellowing_of_eyes
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,loss_of_balance,unsteadiness
Hepatitis B;itching,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Varicose veins;fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
Chicken pox;itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,spinning_movements,loss_of_balance
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Pneumonia;chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum
Cervical spondylosis;back_pain,neck_pain,dizziness,loss_of_balance
Hypothyroidism;fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
Hypertension ;headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration
Tuberculosis;chills,vomiting,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum
Chronic cholestasis;itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Allergy;continuous_sneezing,chills,watering_from_eyes
Hepatitis B;itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections
Migraine;acidity,indigestion,headache,blurred_and_distorted_vision,stiff_neck,depression,irritability,visual_disturbances
Hypertension ;headache,chest_pain,loss_of_balance,lack_of_concentration
Urinary tract infection;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain
Impetigo;skin_rash,high_fever,blister,red_sore_around_nose
Hypothyroidism;fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation
Malaria;chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain
Heart attack;vomiting,breathlessness,chest_pain
Chicken pox;itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
Drug Reaction;itching,stomach_pain,burning_micturition,spotting_ urination
Hyperthyroidism;mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
hepatitis A;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain
Psoriasis;skin_rash,joint_pain,skin_peeling,silver_like_dusting,inflammatory_nails
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Cervical spondylosis;back_pain,neck_pain,dizziness,loss_of_balance
Drug Reaction;itching,skin_rash,burning_micturition,spotting_ urination
hepatitis A;joint_pain,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Chronic cholestasis;itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes
Malaria;chills,vomiting,high_fever,sweating,headache,diarrhoea,muscle_pain
Hyperthyroidism;fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation
Paralysis (brain hemorrhage);vomiting,headache,weakness_of_one_body_side,altered_sensorium
Gastroenteritis;vomiting,sunken_eyes,diarrhoea
GERD;stomach_pain,acidity,ulcers_on_tongue,vomiting,cough
Acne;skin_rash,pus_filled_pimples,blackheads
Chicken pox;itching,skin_rash,fatigue,lethargy,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Common Cold;continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Osteoarthristis;neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
Diabetes ;chills,vomiting,fatigue,high_fever,headache,nausea,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain
Impetigo;skin_rash,blister,red_sore_around_nose,yellow_crust_ooze
Chicken pox;itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body
Hypertension ;headache,chest_pain,loss_of_balance,lack_of_concentration
Cervical spondylosis;weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Hypertension ;headache,dizziness,loss_of_balance,lack_of_concentration
hepatitis A;joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Common Cold;continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Peptic ulcer diseae;vomiting,indigestion,loss_of_appetite,passage_of_gases,internal_itching
Typhoid;chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Jaundice;fatigue,yellowish_skin,nausea,loss_of_appetite,family_history
Paralysis (brain hemorrhage);vomiting,headache,weakness_of_one_body_side,altered_sensorium
Acne;skin_rash,pus_filled_pimples,scurring
hepatitis A;joint_pain,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain
Common Cold;continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Hepatitis C;fatigue,yellowish_skin,nausea,loss_of_appetite,family_history
AIDS;muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Hepatitis D;joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
Fungal infection;itching,skin_rash,dischromic _patches
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Hepatitis C;fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
Hepatitis C;vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain
Hypoglycemia;vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,slurred_speech,irritability,palpitations
(vertigo) Paroymsal  Positional Vertigo;vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
Cervical spondylosis;back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Malaria;chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain
